"Fecha_Accidente","DIRECCION ACCIDENTE","CLASE ACCIDENTE","SERVICIO_VEHICULO_ACCIDENTADO","CLASE_VEHICULO_ACCIDENTADO","CANTIDAD_ACCIDENTES"
"2021-12-14T00:00:00.000","CARRERA 38 FRENTE AL # 37-23","Choque","PARTICULAR","CAMPERO","1"
"2021-12-14T00:00:00.000","CARRERA 41 # 41-17","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-14T00:00:00.000","CARRERA 41 # 41-17","Choque","PUBLICO","BUSETA","1"
"2021-12-14T00:00:00.000","CARRERA 43 CALLE 56","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-14T00:00:00.000","CARRERA 43 CALLE 56","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-14T00:00:00.000","CARRERA 43 CON CALLE 57","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-14T00:00:00.000","CARRERA 47 CALLE 80","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-14T00:00:00.000","CARRERA 47 CALLE 80","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-14T00:00:00.000","CARRERA 53 CON CALLE 80","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-14T00:00:00.000","CARRERA 53 CON CALLE 80","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-14T00:00:00.000","CARRERA 53 CON CALLE 80","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-14T00:00:00.000","CARRERA 54 # 75-83","Choque","PUBLICO","BUS","1"
"2021-12-14T00:00:00.000","CARRERA 54 # 75-83","Choque","PARTICULAR","CAMPERO","1"
"2021-12-14T00:00:00.000","VIA 40 FRENTE AL # 67-240","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-14T00:00:00.000","VIA 40 FRENTE AL # 67-240","Choque","PUBLICO","VOLQUETA","1"
"2021-12-15T00:00:00.000","CALLE 110 CARRERA 31","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 110 CARRERA 31","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 110 CARRERA 6 H","Atropello","PUBLICO","CAMION","1"
"2021-12-15T00:00:00.000","CALLE 110 CRA 38","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 110 CRA 38","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 19 CARRERA 8","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 19 CARRERA 8","Choque","PUBLICO","TRACTO/CAMION","1"
"2021-12-15T00:00:00.000","CALLE 30 CARRERA 21B","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 30 CARRERA 21B","Choque","PUBLICO","TRACTO/CAMION","1"
"2021-12-15T00:00:00.000","CALLE 30 CON 41","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 30 CON 41","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-15T00:00:00.000","CALLE 45 # 45-12","Choque",,"BICICLETA","1"
"2021-12-15T00:00:00.000","CALLE 45 # 45-12","Choque","PUBLICO","BUS","1"
"2021-12-15T00:00:00.000","CALLE 45 CON CARRERA 2B","Choque","PUBLICO","BUS","1"
"2021-12-15T00:00:00.000","CALLE 45 CON CARRERA 2B","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-15T00:00:00.000","CALLE 48 CON CARRERA 53","Choque","PARTICULAR","CAMPERO","1"
"2021-12-15T00:00:00.000","CALLE 48 CON CARRERA 53","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-15T00:00:00.000","CALLE 71 CON CARRERA 29","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 71 CON CARRERA 29","Choque","PUBLICO","BUSETA","1"
"2021-12-15T00:00:00.000","CALLE 79 A CARRERA 38","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CALLE 79 A CARRERA 38","Choque","PUBLICO","BUS","1"
"2021-12-15T00:00:00.000","CARRERA 18 CON CALLE 40B","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CARRERA 18 CON CALLE 40B","Choque","PUBLICO","CAMIONETA","1"
"2021-12-15T00:00:00.000","CARRERA 28 CON CALLE 70B","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CARRERA 28 CON CALLE 70B","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-15T00:00:00.000","CARRERA 44 CON CALLE 34","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CARRERA 44 CON CALLE 34","Choque","PUBLICO","BUS","1"
"2021-12-15T00:00:00.000","CARRERA 46 CALLE 95","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-15T00:00:00.000","CARRERA 51 B CON CALLE 79","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CARRERA 51 B CON CALLE 79","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","CARRERA 53 # 85-97","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-15T00:00:00.000","CARRERA 53 # 85-97","Choque","PUBLICO","CAMIONETA","1"
"2021-12-15T00:00:00.000","CRA 38 CALLE 138","Choque","PUBLICO","CAMION","1"
"2021-12-15T00:00:00.000","CRA 38 CALLE 138","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-15T00:00:00.000","VIA 40 CALLE 77","Choque","PUBLICO","AUTOMOVIL","2"
"2021-12-15T00:00:00.000","VIA 40 CON CALLE 71-197","Choque","OFICIAL","AUTOMOVIL","1"
"2021-12-15T00:00:00.000","VIA 40 CON CALLE 71-197","Choque","PUBLICO","TRACTO/CAMION","1"
"2021-12-15T00:00:00.000","VIA 40 FRENTE AL # 51-58","Choque","PUBLICO","BUS","1"
"2021-12-15T00:00:00.000","VIA 40 FRENTE AL # 51-58","Choque","PUBLICO","CAMION","1"
"2021-12-16T00:00:00.000","AV. CIRCUNVALAR  CARRERA 25","Choque",,"BICICLETA","1"
"2021-12-16T00:00:00.000","AV. CIRCUNVALAR  CARRERA 25","Choque","PUBLICO","VOLQUETA","1"
"2021-12-16T00:00:00.000","AVENIDA VIA 40 CON CALLE 79","Atropello","PARTICULAR","CAMIONETA","1"
"2021-12-16T00:00:00.000","CALLE 51 CON CARRERA 18","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-16T00:00:00.000","CALLE 51 CON CARRERA 18","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-16T00:00:00.000","CALLE 6 CARRERA 38","Choque","PUBLICO","BUS","1"
"2021-12-16T00:00:00.000","CALLE 6 CARRERA 38","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-16T00:00:00.000","CALLE 68 # 44-26","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-16T00:00:00.000","CALLE 68 # 44-26","Choque","PARTICULAR","CAMPERO","1"
"2021-12-16T00:00:00.000","CALLE 82 # 51-59","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-16T00:00:00.000","CALLE 82 # 51-59","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-16T00:00:00.000","CALLE 82 CARRERA 58","Choque","PUBLICO","BUS","1"
"2021-12-16T00:00:00.000","CALLE 82 CARRERA 58","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-16T00:00:00.000","CARRERA 35 CALLE 31","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-16T00:00:00.000","CARRERA 35 CALLE 31","Choque","PUBLICO","BUS","1"
"2021-12-16T00:00:00.000","CARRERA 4 CON CALLE 52C","Choque","PUBLICO","MOTOCICLETA","1"
"2021-12-16T00:00:00.000","CARRERA 42 A 3 CALLE 84","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-16T00:00:00.000","CARRERA 42 A 3 CALLE 84","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-16T00:00:00.000","CARRERA 50 CALLE 48","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-16T00:00:00.000","CARRERA 50 CALLE 48","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-16T00:00:00.000","CARRERA 52 CON CALLE 80","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-16T00:00:00.000","CORREDOR PORTUARIO ENTRE CRA 30-38","Choque","PUBLICO","TRACTO/CAMION","2"
"2021-12-17T00:00:00.000","AV CIRCUNVALAR CARRERA 37","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-17T00:00:00.000","AV. CIRCUNVALAR CON CALLE 90","Choque",,"AUTOMOVIL","1"
"2021-12-17T00:00:00.000","AV. CIRCUNVALAR CON CALLE 90","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-17T00:00:00.000","CALLE 117 CRA 42","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-17T00:00:00.000","CALLE 117 CRA 42","Choque","PARTICULAR","MINICARGADOR","1"
"2021-12-17T00:00:00.000","CALLE 34 CON CARRERA 50","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CALLE 34 CON CARRERA 50","Choque","PUBLICO","TRACTO/CAMION","1"
"2021-12-17T00:00:00.000","CALLE 45 # 14-99","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-17T00:00:00.000","CALLE 70 CARRERA 68","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CALLE 70 CARRERA 68","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-17T00:00:00.000","CALLE 70B CRA 32","Choque","PUBLICO","CAMIONETA","1"
"2021-12-17T00:00:00.000","CALLE 70B CRA 32","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-17T00:00:00.000","CALLE 72 ENTRE 54 Y 55","Choque","PUBLICO","CAMION","1"
"2021-12-17T00:00:00.000","CALLE 72 ENTRE 54 Y 55","Choque","PUBLICO","CAMIONETA","1"
"2021-12-17T00:00:00.000","CALLE 75 CRA 46","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CALLE 75 CRA 46","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-17T00:00:00.000","CALLE 79B VIA 40","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CALLE 79B VIA 40","Choque","PUBLICO","BUS","1"
"2021-12-17T00:00:00.000","CALLE 82 CRA 59","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CALLE 82 CRA 59","Choque","PARTICULAR","CAMPERO","1"
"2021-12-17T00:00:00.000","CALLE 84 FRENTE 44-42","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CALLE 84 FRENTE 44-42","Choque","PUBLICO","BUS","1"
"2021-12-17T00:00:00.000","CARRERA  12 CALLE 114","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-17T00:00:00.000","CARRERA  12 CALLE 114","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-17T00:00:00.000","CARRERA 23 CALLE 64","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-17T00:00:00.000","CARRERA 23 CALLE 64","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-17T00:00:00.000","CARRERA 42B 1 # 83-41","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CARRERA 42B 1 # 83-41","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-17T00:00:00.000","CARRERA 44 CALLE 54","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CARRERA 44 CALLE 54","Choque","PUBLICO","CAMIONETA","1"
"2021-12-17T00:00:00.000","CARRERA 46 # 93","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CARRERA 46 # 93","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-17T00:00:00.000","CARRERA 46 CALLE 6","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CARRERA 46 CALLE 6","Choque","PUBLICO","TRACTO/CAMION","1"
"2021-12-17T00:00:00.000","CARRERA 6 CALLE 110","Choque",,"BICICLETA","1"
"2021-12-17T00:00:00.000","CARRERA 6 CALLE 110","Choque","PUBLICO","BUS","1"
"2021-12-17T00:00:00.000","CARRERA 64 CON CALLE 81","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","CARRERA 64 CON CALLE 81","Choque","PARTICULAR","CAMPERO","1"
"2021-12-17T00:00:00.000","CARRERA 8 CALLE 40","Choque","PARTICULAR","CAMPERO","2"
"2021-12-17T00:00:00.000","CRA 51B CON CALLE 82","Choque","PUBLICO","CAMION","1"
"2021-12-17T00:00:00.000","CRA 51B CON CALLE 82","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-17T00:00:00.000","VIA 40 # 73-226","Atropello","PUBLICO","BUS","1"
"2021-12-17T00:00:00.000","VIA 40 CON 54-200","Atropello","PUBLICO","TRACTO/CAMION","1"
"2021-12-17T00:00:00.000","VIA 40 CON 71","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-17T00:00:00.000","VIA 40 CON CALLE 78","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-17T00:00:00.000","VIA 40 CON CALLE 78","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-18T00:00:00.000","CALLE 100 CON CRA 49D","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-18T00:00:00.000","CALLE 110 CARRERA 27","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CALLE 110 CARRERA 27","Choque","PUBLICO","BUS","1"
"2021-12-18T00:00:00.000","CALLE 110 CON CRA 27","Choque","PARTICULAR","CAMION","2"
"2021-12-18T00:00:00.000","CALLE 110 CRA 99","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CALLE 110 CRA 99","Choque","PUBLICO","BUS","1"
"2021-12-18T00:00:00.000","CALLE 40 CARRERA 10","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CALLE 40 CARRERA 10","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-18T00:00:00.000","CALLE 45B CON CARRERA 14","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CALLE 45B CON CARRERA 14","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-18T00:00:00.000","CALLE 6 CARRERA 38","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-18T00:00:00.000","CALLE 6 CARRERA 38","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CALLE 6 CARRERA 38","Choque","PUBLICO","VOLQUETA","1"
"2021-12-18T00:00:00.000","CALLE 60 CARRERA 13","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CALLE 60 CARRERA 13","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-18T00:00:00.000","CALLE 63B CARRERA 15","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CALLE 63B CARRERA 15","Choque","PUBLICO","CAMIONETA","1"
"2021-12-18T00:00:00.000","CALLE 68 # 22C-27","Choque","PARTICULAR","AUTOMOVIL","3"
"2021-12-18T00:00:00.000","CALLE 84 CON CARRERA 53","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CALLE 84 CON CARRERA 53","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CARRERA 21 CALLE 44","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-18T00:00:00.000","CARRERA 43 # 87-43","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-18T00:00:00.000","CARRERA 43 # 87-43","Choque","PARTICULAR","CAMIONETA","2"
"2021-12-18T00:00:00.000","CARRERA 58 # 98-71","Choque","PARTICULAR","CAMPERO","1"
"2021-12-18T00:00:00.000","CARRERA 59B CON CALLE 86","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-18T00:00:00.000","CARRERA 59B CON CALLE 86","Choque","PUBLICO","CAMIONETA","1"
"2021-12-18T00:00:00.000","CRA 38 CALLE 58","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-19T00:00:00.000","AV CORDIALIDAD CON CARRERA 22-85","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","AV CORDIALIDAD CON CARRERA 22-85","Choque","PARTICULAR","CAMPERO","1"
"2021-12-19T00:00:00.000","AV. CORDIALIDAD CON CARRERA 21","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","AV. CORDIALIDAD CON CARRERA 21","Choque","PUBLICO","CAMION","1"
"2021-12-19T00:00:00.000","CALLE 110 CRA 12B","Caida Ocupante","PUBLICO","BUS","1"
"2021-12-19T00:00:00.000","CALLE 30 CON CARERRA 39","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CALLE 30 CON CARERRA 39","Choque","PUBLICO","BUS","1"
"2021-12-19T00:00:00.000","CALLE 47B CON 19C","Choque","PUBLICO","BUS","1"
"2021-12-19T00:00:00.000","CALLE 47B CON 19C","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-19T00:00:00.000","CALLE 70C CRA 16","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CALLE 72C # 25B-03","Choque","PUBLICO","CAMION","1"
"2021-12-19T00:00:00.000","CALLE 82 CRA 43","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CALLE 82 CRA 43","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CALLE 84 CON CARRERA 38","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CALLE 84 CON CARRERA 38","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-19T00:00:00.000","CALLE 90 CON CRA 51D","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-19T00:00:00.000","CARRERA 16 CON CALLE 18 # 18-15","Choque","PARTICULAR","CAMION","1"
"2021-12-19T00:00:00.000","CARRERA 16 CON CALLE 18 # 18-15","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-19T00:00:00.000","CARRERA 16 CON CALLE 18 # 18-15","Choque","PARTICULAR","CAMPERO","1"
"2021-12-19T00:00:00.000","CARRERA 19 CON CALLE 38B","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CARRERA 19 CON CALLE 38B","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-19T00:00:00.000","CARRERA 22 CALLE 47","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CARRERA 22 CALLE 47","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CARRERA 38 CALLE 138 VIA JUAN MINA","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CARRERA 38 CALLE 138 VIA JUAN MINA","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-19T00:00:00.000","CARRERA 46 # 66-42","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CRA 15 SUR CALLE 46","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-19T00:00:00.000","CRA 15 SUR CALLE 46","Choque","PUBLICO","CAMIONETA","1"
"2021-12-20T00:00:00.000","AV VIA 40 CON CALLE 77","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","AV VIA 40 CON CALLE 77","Choque","PUBLICO","BUS","1"
"2021-12-20T00:00:00.000","AV. CIRCUNVALAR CALLE 98","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-20T00:00:00.000","AV. CIRCUNVALAR CALLE 98","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-20T00:00:00.000","AVENIDA CIRCUNVALAR CRA 12","Caida Ocupante","PARTICULAR","MOTOCICLETA","1"
"2021-12-20T00:00:00.000","CALLE 110 # 10-164","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CALLE 110 # 10-164","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-20T00:00:00.000","CALLE 17 CON CRA 12","Choque","PUBLICO","BUS","1"
"2021-12-20T00:00:00.000","CALLE 17 CON CRA 12","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-20T00:00:00.000","CALLE 52 CARRERA 63","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CALLE 52 CARRERA 63","Choque","PUBLICO","BUS","1"
"2021-12-20T00:00:00.000","CALLE 58 CON CARRERA 66","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CALLE 58 CON CARRERA 66","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-20T00:00:00.000","CALLE 79 CON AVENIDA VIA 40","Choque","PUBLICO","BUS","1"
"2021-12-20T00:00:00.000","CALLE 79 CON AVENIDA VIA 40","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-20T00:00:00.000","CALLE 80 CON CARRERA 39B","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CALLE 80 CON CARRERA 39B","Choque","OFICIAL","CAMPERO","1"
"2021-12-20T00:00:00.000","CALLE 80 CON CARRERA 45","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-20T00:00:00.000","CALLE 80 CON CARRERA 45","Choque","PUBLICO","CAMIONETA","1"
"2021-12-20T00:00:00.000","CALLE 87 # 42 H -29","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-20T00:00:00.000","CALLE 87 # 42 H -29","Choque","PARTICULAR","CAMPERO","1"
"2021-12-20T00:00:00.000","CARRERA 14 CON CALLE 45D","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CARRERA 14 CON CALLE 45D","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-20T00:00:00.000","CARRERA 15 CON CALLE 27","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CARRERA 15 CON CALLE 27","Choque","PUBLICO","BUS","1"
"2021-12-20T00:00:00.000","CARRERA 15 CON CALLE 27","Choque","PARTICULAR","MOTOCARRO","1"
"2021-12-20T00:00:00.000","CARRERA 27 CALLE 70B","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CARRERA 27 CALLE 70B","Choque","PUBLICO","BUSETA","1"
"2021-12-20T00:00:00.000","CARRERA 41 ENTRE CALLE 74 Y 75B","Otro","PUBLICO","CAMIONETA","1"
"2021-12-20T00:00:00.000","CARRERA 46 CON CALLE 84","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CARRERA 46 CON CALLE 84","Choque","PUBLICO","CAMIONETA","1"
"2021-12-20T00:00:00.000","CARRERA 7 CALLE 19","Choque","PUBLICO","BUS","1"
"2021-12-20T00:00:00.000","CARRERA 7 CALLE 19","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-20T00:00:00.000","CRA  74 # 81-109","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-20T00:00:00.000","CRA 59B CALLE 84","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","CRA 59B CALLE 84","Choque",,"MOTOCICLETA","1"
"2021-12-20T00:00:00.000","VIA 40 CALLE 58","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-20T00:00:00.000","VIA 40 CALLE 58","Choque","PUBLICO","CAMION","1"
"2021-12-21T00:00:00.000","AV CORDIALIDAD POR CALLE 99B","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","AV CORDIALIDAD POR CALLE 99B","Choque","PUBLICO","CAMIONETA","1"
"2021-12-21T00:00:00.000","AV. CIRCUNVALAR CON CARRERA 31","Atropello","PARTICULAR","CAMIONETA","1"
"2021-12-21T00:00:00.000","CALLE 17 CARRERA 30","Choque","PUBLICO","BUS","1"
"2021-12-21T00:00:00.000","CALLE 17 CARRERA 30","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-21T00:00:00.000","CALLE 29 CARRERA 29","Choque",,"BICICLETA","1"
"2021-12-21T00:00:00.000","CALLE 29 CARRERA 29","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-21T00:00:00.000","CALLE 31 CARRERA 24","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-21T00:00:00.000","CALLE 31 CARRERA 24","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-21T00:00:00.000","CALLE 53D CON CARRERA 21","Choque","PARTICULAR","AUTOMOVIL","2"
"2021-12-21T00:00:00.000","CALLE 80 CRA 46","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CALLE 80 CRA 46","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-21T00:00:00.000","CALLE 85A CON CARRERA 71A","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CALLE 85A CON CARRERA 71A","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-21T00:00:00.000","CALLE 92 CON CARRERA 43B","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-21T00:00:00.000","CALLE 92 CON CARRERA 43B","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-21T00:00:00.000","CARRERA 36 B CALLE 119","Atropello","PUBLICO","CAMIONETA","1"
"2021-12-21T00:00:00.000","CARRERA 43 # 74-47","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CARRERA 43 # 74-47","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-21T00:00:00.000","CARRERA 43 CALLE 80","Choque","PUBLICO","CAMION","1"
"2021-12-21T00:00:00.000","CARRERA 43 CALLE 80","Choque","PARTICULAR","MOTOCICLETA","1"
"2021-12-21T00:00:00.000","CARRERA 44 CON CALLE 65","Choque","PUBLICO","BUS","1"
"2021-12-21T00:00:00.000","CARRERA 44 CON CALLE 65","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-21T00:00:00.000","CARRERA 49C CALLE 85","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CARRERA 49C CALLE 85","Choque","PARTICULAR","CAMIONETA","1"
"2021-12-21T00:00:00.000","CRA 44 CON CALLE 70","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CRA 44 CON CALLE 70","Choque","PUBLICO","BUS","1"
"2021-12-21T00:00:00.000","CRA 45 CON CALLE 53","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CRA 45 CON CALLE 53","Choque","PUBLICO","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CRA 53 CALLE 80","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CRA 53 CALLE 80","Choque","PUBLICO","CAMION","1"
"2021-12-21T00:00:00.000","CRA 72 CALLE 75B","Atropello","PUBLICO","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","CRA 72 CALLE 75B","Atropello","PARTICULAR","CAMPERO","1"
"2021-12-21T00:00:00.000","VIA 40 CON CALLE 80 CENTRO DE CONVENCIONES","Choque","PARTICULAR","AUTOMOVIL","1"
"2021-12-21T00:00:00.000","VIA 40 CON CALLE 80 CENTRO DE CONVENCIONES","Choque","PARTICULAR","CAMPERO","1"
"2021-12-21T00:00:00.000","VIA 40 CON CRA 50","Choque","PUBLICO","CAMION","1"
